sent,words
"लोकसभा चुनाव 2019: bjp के लिए बड़ा मौका, अक्षय कुमार दिल्ली की इस सीट से लड़ सकते हैं चुनाव","['लोकसभा', 'चुनाव', '2019:', 'bjp', 'के', 'लिए', 'बड़ा', 'मौका,', 'अक्षय', 'कुमार', 'दिल्ली', 'की', 'इस', 'सीट', 'से', 'लड़', 'सकते', 'हैं', 'चुनाव']"
इस मामले में पुलिस ने तीनों लोगों के खिलाफ मामला दर्ज किया गया।,"['इस', 'मामले', 'में', 'पुलिस', 'ने', 'तीनों', 'लोगों', 'के', 'खिलाफ', 'मामला', 'दर्ज', 'किया', 'गया।']"
मजदूरों ने इसके रोष स्वरूप काम बंद कर दिया।,"['मजदूरों', 'ने', 'इसके', 'रोष', 'स्वरूप', 'काम', 'बंद', 'कर', 'दिया।']"
"जब हम यहोवा की सेवा में अपनी बितायी ज़िंदगी के बारे में सोचते हैं, तो हमें एहसान मानने की ढेरों वजह मिलती हैं ।","['जब', 'हम', 'यहोवा', 'की', 'सेवा', 'में', 'अपनी', 'बितायी', 'ज़िंदगी', 'के', 'बारे', 'में', 'सोचते', 'हैं,', 'तो', 'हमें', 'एहसान', 'मानने', 'की', 'ढेरों', 'वजह', 'मिलती', 'हैं', '।']"
इस हड़ताल के कारण यात्रियों कोे भारी परेशानियों का सामना करना पड़़ रहा है।,"['इस', 'हड़ताल', 'के', 'कारण', 'यात्रियों', 'कोे', 'भारी', 'परेशानियों', 'का', 'सामना', 'करना', 'पड़़', 'रहा', 'है।']"
फिल्म का निर्देशन राकेश मेहता ने किया था।,"['फिल्म', 'का', 'निर्देशन', 'राकेश', 'मेहता', 'ने', 'किया', 'था।']"
पुलिस ने आरोपी ससुराल वालों के खिलाफ केस दर्ज कर लिया है।,"['पुलिस', 'ने', 'आरोपी', 'ससुराल', 'वालों', 'के', 'खिलाफ', 'केस', 'दर्ज', 'कर', 'लिया', 'है।']"
इसके बाद इंजरी टाइम तक कोई गोल नहीं हो सका,"['इसके', 'बाद', 'इंजरी', 'टाइम', 'तक', 'कोई', 'गोल', 'नहीं', 'हो', 'सका']"
इसको लेकर उन्होंने फोटो भी शेयर की थी।,"['इसको', 'लेकर', 'उन्होंने', 'फोटो', 'भी', 'शेयर', 'की', 'थी।']"
खबर फैलते ही इलाके में हड़कंप मच गया।,"['खबर', 'फैलते', 'ही', 'इलाके', 'में', 'हड़कंप', 'मच', 'गया।']"
सौ की उम्र पार करने के बाद भी ज़िंदगी मकसद - भरी,"['सौ', 'की', 'उम्र', 'पार', 'करने', 'के', 'बाद', 'भी', 'ज़िंदगी', 'मकसद', '-', 'भरी']"
"""आपने चैनल विकल्प """"% 1"""" पर सेट किया","['""आपने', 'चैनल', 'विकल्प', '""""%', '1""""', 'पर', 'सेट', 'किया']"
"इसके बजाय, एक कामयाब शादी की सबसे बड़ी निशानी यह है कि पति - पत्नी कितनी अच्छी तरह झगड़ों को सुलझा पाते हैं ।","['इसके', 'बजाय,', 'एक', 'कामयाब', 'शादी', 'की', 'सबसे', 'बड़ी', 'निशानी', 'यह', 'है', 'कि', 'पति', '-', 'पत्नी', 'कितनी', 'अच्छी', 'तरह', 'झगड़ों', 'को', 'सुलझा', 'पाते', 'हैं', '।']"
जिले के विभिन्न स्कूलों में शिक्षा दिवस मनाया गया।,"['जिले', 'के', 'विभिन्न', 'स्कूलों', 'में', 'शिक्षा', 'दिवस', 'मनाया', 'गया।']"
नई पेंशन नीति को समाप्त कर पुरानी पेंशन नीति लागू की जाए,"['नई', 'पेंशन', 'नीति', 'को', 'समाप्त', 'कर', 'पुरानी', 'पेंशन', 'नीति', 'लागू', 'की', 'जाए']"
